2026-01-27 00:04:35,897 | DEBUG | httpcore.connection | connect_tcp.started host='raw.githubusercontent.com' port=443 local_address=None timeout=5 socket_options=None
2026-01-27 00:10:14,051 | DEBUG | httpcore.connection | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x0000023201522890>
2026-01-27 00:10:14,051 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2026-01-27 00:10:14,051 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-01-27 00:10:14,051 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2026-01-27 00:10:14,057 | DEBUG | httpcore.http11 | send_request_body.complete
2026-01-27 00:10:14,057 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2026-01-27 00:10:14,099 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Connection', b'keep-alive'), (b'Content-Length', b'62322'), (b'Cache-Control', b'max-age=300'), (b'Content-Security-Policy', b"default-src 'none'; style-src 'unsafe-inline'; sandbox"), (b'Content-Type', b'text/plain; charset=utf-8'), (b'ETag', b'W/"5f0be0ed2fe5ecf561c4b4488d64c304c35b980a45012ef1d1253b4b5d438af1"'), (b'Strict-Transport-Security', b'max-age=31536000'), (b'X-Content-Type-Options', b'nosniff'), (b'X-Frame-Options', b'deny'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-GitHub-Request-Id', b'415E:3865D1:30D7E6:7A896E:69753835'), (b'Content-Encoding', b'gzip'), (b'Accept-Ranges', b'bytes'), (b'Date', b'Mon, 26 Jan 2026 18:40:14 GMT'), (b'Via', b'1.1 varnish'), (b'X-Served-By', b'cache-bom-vanm7210083-BOM'), (b'X-Cache', b'HIT'), (b'X-Cache-Hits', b'10'), (b'X-Timer', b'S1769452814.028552,VS0,VE0'), (b'Vary', b'Authorization,Accept-Encoding'), (b'Access-Control-Allow-Origin', b'*'), (b'Cross-Origin-Resource-Policy', b'cross-origin'), (b'X-Fastly-Request-ID', b'c0566cb81662eb6d37ae8c440ea617fb8782e6d7'), (b'Expires', b'Mon, 26 Jan 2026 18:45:14 GMT'), (b'Source-Age', b'143')])
2026-01-27 00:10:14,099 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2026-01-27 00:10:14,129 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-01-27 00:10:14,129 | DEBUG | httpcore.http11 | response_closed.started
2026-01-27 00:10:14,129 | DEBUG | httpcore.http11 | response_closed.complete
2026-01-27 00:10:14,129 | DEBUG | httpcore.connection | close.started
2026-01-27 00:10:14,145 | DEBUG | httpcore.connection | close.complete
2026-01-27 00:10:15,136 | DEBUG | LiteLLM | [Non-Blocking] Unable to import GenericAPILogger - LiteLLM Enterprise Feature - No module named 'litellm_enterprise'
2026-01-27 00:10:15,673 | DEBUG | LiteLLM | Using AiohttpTransport...
2026-01-27 00:10:15,673 | DEBUG | LiteLLM | Creating AiohttpTransport...
2026-01-27 00:10:15,673 | DEBUG | LiteLLM | NEW SESSION: Creating new ClientSession (no shared session provided)
2026-01-27 00:10:15,682 | DEBUG | LiteLLM | Using AiohttpTransport...
2026-01-27 00:10:15,682 | DEBUG | LiteLLM | Creating AiohttpTransport...
2026-01-27 00:10:15,682 | DEBUG | LiteLLM | NEW SESSION: Creating new ClientSession (no shared session provided)
2026-01-27 00:10:15,684 | DEBUG | LiteLLM | Using AiohttpTransport...
2026-01-27 00:10:15,684 | DEBUG | LiteLLM | Creating AiohttpTransport...
2026-01-27 00:10:15,685 | DEBUG | LiteLLM | NEW SESSION: Creating new ClientSession (no shared session provided)
2026-01-27 00:10:15,685 | DEBUG | LiteLLM | Using AiohttpTransport...
2026-01-27 00:10:15,686 | DEBUG | LiteLLM | Creating AiohttpTransport...
2026-01-27 00:10:15,686 | DEBUG | LiteLLM | NEW SESSION: Creating new ClientSession (no shared session provided)
2026-01-27 00:10:15,762 | INFO | main | 🚀 FastAPI application starting
2026-01-27 00:10:15,836 | INFO | main | 🗄️ Database tables ensured
2026-01-27 00:10:16,494 | DEBUG | asyncio | Using proactor: IocpProactor
2026-01-27 00:10:16,494 | DEBUG | openai.agents | Shutting down trace provider
2026-01-27 00:10:16,494 | DEBUG | openai.agents | Shutting down trace processor <agents.tracing.processors.BatchTraceProcessor object at 0x000002327F038880>
2026-01-27 00:11:49,860 | DEBUG | httpcore.connection | connect_tcp.started host='raw.githubusercontent.com' port=443 local_address=None timeout=5 socket_options=None
2026-01-27 00:11:49,924 | DEBUG | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000001CB69972830>
2026-01-27 00:11:49,924 | DEBUG | httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x000001CB686AE740> server_hostname='raw.githubusercontent.com' timeout=5
2026-01-27 00:11:49,960 | DEBUG | httpcore.connection | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000001CB69972800>
2026-01-27 00:11:49,960 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2026-01-27 00:11:49,961 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-01-27 00:11:49,961 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2026-01-27 00:11:49,961 | DEBUG | httpcore.http11 | send_request_body.complete
2026-01-27 00:11:49,961 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2026-01-27 00:11:50,004 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Connection', b'keep-alive'), (b'Content-Length', b'62322'), (b'Cache-Control', b'max-age=300'), (b'Content-Security-Policy', b"default-src 'none'; style-src 'unsafe-inline'; sandbox"), (b'Content-Type', b'text/plain; charset=utf-8'), (b'ETag', b'W/"5f0be0ed2fe5ecf561c4b4488d64c304c35b980a45012ef1d1253b4b5d438af1"'), (b'Strict-Transport-Security', b'max-age=31536000'), (b'X-Content-Type-Options', b'nosniff'), (b'X-Frame-Options', b'deny'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-GitHub-Request-Id', b'415E:3865D1:30D7E6:7A896E:69753835'), (b'Content-Encoding', b'gzip'), (b'Accept-Ranges', b'bytes'), (b'Date', b'Mon, 26 Jan 2026 18:41:49 GMT'), (b'Via', b'1.1 varnish'), (b'X-Served-By', b'cache-bom-vanm7210029-BOM'), (b'X-Cache', b'HIT'), (b'X-Cache-Hits', b'12'), (b'X-Timer', b'S1769452910.943829,VS0,VE0'), (b'Vary', b'Authorization,Accept-Encoding'), (b'Access-Control-Allow-Origin', b'*'), (b'Cross-Origin-Resource-Policy', b'cross-origin'), (b'X-Fastly-Request-ID', b'f8c2c0e02a6d036f5d9c1d9174af5a612aff921b'), (b'Expires', b'Mon, 26 Jan 2026 18:46:49 GMT'), (b'Source-Age', b'238')])
2026-01-27 00:11:50,005 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2026-01-27 00:11:50,041 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-01-27 00:11:50,041 | DEBUG | httpcore.http11 | response_closed.started
2026-01-27 00:11:50,041 | DEBUG | httpcore.http11 | response_closed.complete
2026-01-27 00:11:50,041 | DEBUG | httpcore.connection | close.started
2026-01-27 00:11:50,041 | DEBUG | httpcore.connection | close.complete
2026-01-27 00:11:51,365 | DEBUG | LiteLLM | [Non-Blocking] Unable to import GenericAPILogger - LiteLLM Enterprise Feature - No module named 'litellm_enterprise'
2026-01-27 00:11:52,103 | DEBUG | LiteLLM | Using AiohttpTransport...
2026-01-27 00:11:52,104 | DEBUG | LiteLLM | Creating AiohttpTransport...
2026-01-27 00:11:52,104 | DEBUG | LiteLLM | NEW SESSION: Creating new ClientSession (no shared session provided)
2026-01-27 00:11:52,114 | DEBUG | LiteLLM | Using AiohttpTransport...
2026-01-27 00:11:52,114 | DEBUG | LiteLLM | Creating AiohttpTransport...
2026-01-27 00:11:52,115 | DEBUG | LiteLLM | NEW SESSION: Creating new ClientSession (no shared session provided)
2026-01-27 00:11:52,116 | DEBUG | LiteLLM | Using AiohttpTransport...
2026-01-27 00:11:52,116 | DEBUG | LiteLLM | Creating AiohttpTransport...
2026-01-27 00:11:52,116 | DEBUG | LiteLLM | NEW SESSION: Creating new ClientSession (no shared session provided)
2026-01-27 00:11:52,117 | DEBUG | LiteLLM | Using AiohttpTransport...
2026-01-27 00:11:52,118 | DEBUG | LiteLLM | Creating AiohttpTransport...
2026-01-27 00:11:52,118 | DEBUG | LiteLLM | NEW SESSION: Creating new ClientSession (no shared session provided)
2026-01-27 00:11:52,193 | INFO | main | 🚀 FastAPI application starting
2026-01-27 00:11:52,245 | INFO | main | 🗄️ Database tables ensured
2026-01-27 00:12:06,724 | DEBUG | asyncio | Using proactor: IocpProactor
2026-01-27 00:12:06,726 | DEBUG | openai.agents | Shutting down trace provider
2026-01-27 00:12:06,726 | DEBUG | openai.agents | Shutting down trace processor <agents.tracing.processors.BatchTraceProcessor object at 0x000001CB67558880>
2026-01-27 00:12:20,610 | DEBUG | httpcore.connection | connect_tcp.started host='raw.githubusercontent.com' port=443 local_address=None timeout=5 socket_options=None
2026-01-27 00:12:20,672 | DEBUG | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000001F001F22920>
2026-01-27 00:12:20,673 | DEBUG | httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x000001F000C5E740> server_hostname='raw.githubusercontent.com' timeout=5
2026-01-27 00:12:20,707 | DEBUG | httpcore.connection | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000001F001F228F0>
2026-01-27 00:12:20,707 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2026-01-27 00:12:20,707 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-01-27 00:12:20,707 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2026-01-27 00:12:20,707 | DEBUG | httpcore.http11 | send_request_body.complete
2026-01-27 00:12:20,707 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2026-01-27 00:12:20,787 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Connection', b'keep-alive'), (b'Content-Length', b'62322'), (b'Cache-Control', b'max-age=300'), (b'Content-Security-Policy', b"default-src 'none'; style-src 'unsafe-inline'; sandbox"), (b'Content-Type', b'text/plain; charset=utf-8'), (b'ETag', b'W/"5f0be0ed2fe5ecf561c4b4488d64c304c35b980a45012ef1d1253b4b5d438af1"'), (b'Strict-Transport-Security', b'max-age=31536000'), (b'X-Content-Type-Options', b'nosniff'), (b'X-Frame-Options', b'deny'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-GitHub-Request-Id', b'415E:3865D1:30D7E6:7A896E:69753835'), (b'Content-Encoding', b'gzip'), (b'Accept-Ranges', b'bytes'), (b'Date', b'Mon, 26 Jan 2026 18:42:20 GMT'), (b'Via', b'1.1 varnish'), (b'X-Served-By', b'cache-bom-vanm7210094-BOM'), (b'X-Cache', b'HIT'), (b'X-Cache-Hits', b'10'), (b'X-Timer', b'S1769452941.688869,VS0,VE0'), (b'Vary', b'Authorization,Accept-Encoding'), (b'Access-Control-Allow-Origin', b'*'), (b'Cross-Origin-Resource-Policy', b'cross-origin'), (b'X-Fastly-Request-ID', b'2d76742d5e0fbe64a9fc7398147335d86c625edb'), (b'Expires', b'Mon, 26 Jan 2026 18:47:20 GMT'), (b'Source-Age', b'269')])
2026-01-27 00:12:20,787 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2026-01-27 00:12:20,836 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-01-27 00:12:20,836 | DEBUG | httpcore.http11 | response_closed.started
2026-01-27 00:12:20,836 | DEBUG | httpcore.http11 | response_closed.complete
2026-01-27 00:12:20,837 | DEBUG | httpcore.connection | close.started
2026-01-27 00:12:20,837 | DEBUG | httpcore.connection | close.complete
2026-01-27 00:12:21,498 | DEBUG | LiteLLM | [Non-Blocking] Unable to import GenericAPILogger - LiteLLM Enterprise Feature - No module named 'litellm_enterprise'
2026-01-27 00:12:21,920 | DEBUG | LiteLLM | Using AiohttpTransport...
2026-01-27 00:12:21,920 | DEBUG | LiteLLM | Creating AiohttpTransport...
2026-01-27 00:12:21,920 | DEBUG | LiteLLM | NEW SESSION: Creating new ClientSession (no shared session provided)
2026-01-27 00:12:21,920 | DEBUG | LiteLLM | Using AiohttpTransport...
2026-01-27 00:12:21,930 | DEBUG | LiteLLM | Creating AiohttpTransport...
2026-01-27 00:12:21,930 | DEBUG | LiteLLM | NEW SESSION: Creating new ClientSession (no shared session provided)
2026-01-27 00:12:21,931 | DEBUG | LiteLLM | Using AiohttpTransport...
2026-01-27 00:12:21,931 | DEBUG | LiteLLM | Creating AiohttpTransport...
2026-01-27 00:12:21,931 | DEBUG | LiteLLM | NEW SESSION: Creating new ClientSession (no shared session provided)
2026-01-27 00:12:21,933 | DEBUG | LiteLLM | Using AiohttpTransport...
2026-01-27 00:12:21,933 | DEBUG | LiteLLM | Creating AiohttpTransport...
2026-01-27 00:12:21,933 | DEBUG | LiteLLM | NEW SESSION: Creating new ClientSession (no shared session provided)
2026-01-27 00:12:22,016 | INFO | main | 🚀 FastAPI application starting
2026-01-27 00:12:22,086 | INFO | main | 🗄️ Database tables ensured
2026-01-27 00:12:52,693 | INFO | chat | 📩 Chat request | user_id=6 | request_id=decef134-b84b-4e56-adaa-78d61f68fd72
2026-01-27 00:12:52,697 | INFO | chat | 🧑 User message | hi
2026-01-27 00:12:52,706 | INFO | chat | 🆕 New session created | 1892a976-bd53-4512-a7bc-d11eadaa106f
2026-01-27 00:12:52,722 | INFO | chat | 🤖 Stream started | session_id=1892a976-bd53-4512-a7bc-d11eadaa106f | request_id=decef134-b84b-4e56-adaa-78d61f68fd72
2026-01-27 00:12:52,723 | INFO | orchestrator | 🔥 LOG TEST: orchestrator started
2026-01-27 00:12:52,724 | INFO | orchestrator | 🛡️ Safety agent called
2026-01-27 00:12:52,725 | DEBUG | openai.agents | Creating trace Agent workflow with id trace_b6047d5b491f46ca95dbf3f3178fd255
2026-01-27 00:12:52,725 | DEBUG | openai.agents | Setting current trace: trace_b6047d5b491f46ca95dbf3f3178fd255
2026-01-27 00:12:52,725 | DEBUG | openai.agents | Creating span <agents.tracing.span_data.AgentSpanData object at 0x000001F005C7B010> with id None
2026-01-27 00:12:52,728 | DEBUG | openai.agents | Running agent Safety Agent (turn 1)
2026-01-27 00:12:52,732 | DEBUG | openai.agents | Creating span <agents.tracing.span_data.GenerationSpanData object at 0x000001F005A877C0> with id None
2026-01-27 00:12:52,732 | DEBUG | openai.agents | Calling LLM
2026-01-27 00:12:52,732 | DEBUG | LiteLLM | 

2026-01-27 00:12:52,734 | DEBUG | LiteLLM | [92mRequest to litellm:[0m
2026-01-27 00:12:52,734 | DEBUG | LiteLLM | [92mlitellm.acompletion(model='gemini/gemini-2.5-flash', messages=[{'content': '\n\nYou are a content safety checker.\n \nYour task:\n\n- Decide whether the user\'s message is SAFE or UNSAFE.\n \nSAFE content includes:\n\n- General knowledge (science, history, people)\n\n- Weather questions\n\n- Casual conversation\n\n- Education, explanations, opinions\n\n- Harmless personal questions\n \nUNSAFE content includes:\n\n- Violence, murder, terrorism\n\n- Instructions for illegal activities\n\n- Self-harm or suicide encouragement\n\n- Hate speech or harassment\n\n- Sexual content involving minors\n \nRules:\n\n- If the message is SAFE, respond with: "SAFE"\n\n- If the message is UNSAFE, respond with a short, polite refusal explaining that you cannot help with that request.\n\n- Do NOT mention policies, rules, or internal systems.\n\n- Do NOT block normal or harmless questions.\n\n- Be calm and respectful.\n\n', 'role': 'system'}, {'role': 'user', 'content': 'hi'}], tools=None, temperature=None, top_p=None, frequency_penalty=None, presence_penalty=None, max_tokens=None, tool_choice=None, response_format=None, parallel_tool_calls=None, stream=False, stream_options=None, reasoning_effort=None, top_logprobs=None, extra_headers={'User-Agent': 'Agents/Python 0.6.5'}, api_key=None, base_url=None)[0m
2026-01-27 00:12:52,734 | DEBUG | LiteLLM | 

2026-01-27 00:12:52,734 | DEBUG | LiteLLM | self.optional_params: {}
2026-01-27 00:12:52,736 | DEBUG | LiteLLM | ASYNC kwargs[caching]: False; litellm.cache: None; kwargs.get('cache'): None
2026-01-27 00:12:52,736 | DEBUG | LiteLLM | 🔄 NO SHARED SESSION: acompletion called without shared_session
2026-01-27 00:12:52,743 | DEBUG | LiteLLM | checking potential_model_names in litellm.model_cost: {'split_model': 'gemini-2.5-flash', 'combined_model_name': 'vertex_ai/gemini-2.5-flash', 'stripped_model_name': 'gemini-2.5-flash', 'combined_stripped_model_name': 'vertex_ai/gemini-2.5-flash', 'custom_llm_provider': 'vertex_ai'}
2026-01-27 00:12:52,743 | INFO | LiteLLM | 
LiteLLM completion() model= gemini-2.5-flash; provider = gemini
2026-01-27 00:12:52,743 | DEBUG | LiteLLM | 
LiteLLM: Params passed to completion() {'functions': None, 'function_call': None, 'temperature': None, 'top_p': None, 'stream': False, 'stream_options': None, 'stop': None, 'max_tokens': None, 'max_completion_tokens': None, 'modalities': None, 'prediction': None, 'audio': None, 'presence_penalty': None, 'frequency_penalty': None, 'logit_bias': None, 'user': None, 'response_format': None, 'seed': None, 'tools': None, 'tool_choice': None, 'max_retries': None, 'logprobs': None, 'top_logprobs': None, 'extra_headers': None, 'api_version': None, 'parallel_tool_calls': None, 'allowed_openai_params': None, 'reasoning_effort': None, 'verbosity': None, 'additional_drop_params': None, 'messages': [{'content': '\n\nYou are a content safety checker.\n \nYour task:\n\n- Decide whether the user\'s message is SAFE or UNSAFE.\n \nSAFE content includes:\n\n- General knowledge (science, history, people)\n\n- Weather questions\n\n- Casual conversation\n\n- Education, explanations, opinions\n\n- Harmless personal questions\n \nUNSAFE content includes:\n\n- Violence, murder, terrorism\n\n- Instructions for illegal activities\n\n- Self-harm or suicide encouragement\n\n- Hate speech or harassment\n\n- Sexual content involving minors\n \nRules:\n\n- If the message is SAFE, respond with: "SAFE"\n\n- If the message is UNSAFE, respond with a short, polite refusal explaining that you cannot help with that request.\n\n- Do NOT mention policies, rules, or internal systems.\n\n- Do NOT block normal or harmless questions.\n\n- Be calm and respectful.\n\n', 'role': 'system'}, {'role': 'user', 'content': 'hi'}], 'thinking': None, 'web_search_options': None, 'safety_identifier': None, 'custom_llm_provider': 'gemini', 'drop_params': None, 'model': 'gemini-2.5-flash', 'n': None, 'service_tier': None}
2026-01-27 00:12:52,743 | DEBUG | LiteLLM | 
LiteLLM: Non-Default params passed to completion() {'stream': False}
2026-01-27 00:12:52,757 | DEBUG | LiteLLM | Final returned optional params: {}
2026-01-27 00:12:52,759 | DEBUG | LiteLLM | self.optional_params: {'stream': False}
2026-01-27 00:12:52,759 | DEBUG | LiteLLM | checking potential_model_names in litellm.model_cost: {'split_model': 'gemini-2.5-flash', 'combined_model_name': 'gemini/gemini-2.5-flash', 'stripped_model_name': 'gemini-2.5-flash', 'combined_stripped_model_name': 'gemini/gemini-2.5-flash', 'custom_llm_provider': 'gemini'}
2026-01-27 00:12:53,020 | DEBUG | LiteLLM | checking potential_model_names in litellm.model_cost: {'split_model': 'gemini-2.5-flash', 'combined_model_name': 'gemini/gemini-2.5-flash', 'stripped_model_name': 'gemini-2.5-flash', 'combined_stripped_model_name': 'gemini/gemini-2.5-flash', 'custom_llm_provider': 'gemini'}
2026-01-27 00:12:53,020 | DEBUG | LiteLLM | [92m

POST Request Sent from LiteLLM:
curl -X POST \
https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent?key=*****toyA \
-H 'Content-Type: application/json' -H 'User-Agent: Agents/Python 0.6.5' \
-d '{'contents': [{'role': 'user', 'parts': [{'text': 'hi'}]}], 'system_instruction': {'parts': [{'text': '\n\nYou are a content safety checker.\n \nYour task:\n\n- Decide whether the user\'s message is SAFE or UNSAFE.\n \nSAFE content includes:\n\n- General knowledge (science, history, people)\n\n- Weather questions\n\n- Casual conversation\n\n- Education, explanations, opinions\n\n- Harmless personal questions\n \nUNSAFE content includes:\n\n- Violence, murder, terrorism\n\n- Instructions for illegal activities\n\n- Self-harm or suicide encouragement\n\n- Hate speech or harassment\n\n- Sexual content involving minors\n \nRules:\n\n- If the message is SAFE, respond with: "SAFE"\n\n- If the message is UNSAFE, respond with a short, polite refusal explaining that you cannot help with that request.\n\n- Do NOT mention policies, rules, or internal systems.\n\n- Do NOT block normal or harmless questions.\n\n- Be calm and respectful.\n\n'}]}, 'generationConfig': {}}'
[0m

2026-01-27 00:12:54,335 | DEBUG | LiteLLM | RAW RESPONSE:
{
  "candidates": [
    {
      "content": {
        "parts": [
          {
            "text": "SAFE"
          }
        ],
        "role": "model"
      },
      "finishReason": "STOP",
      "index": 0
    }
  ],
  "usageMetadata": {
    "promptTokenCount": 188,
    "candidatesTokenCount": 1,
    "totalTokenCount": 230,
    "promptTokensDetails": [
      {
        "modality": "TEXT",
        "tokenCount": 188
      }
    ],
    "thoughtsTokenCount": 41
  },
  "modelVersion": "gemini-2.5-flash",
  "responseId": "rrV3acrhB5Wzg8UP7ZGZuQ0"
}



2026-01-27 00:12:54,343 | DEBUG | LiteLLM | Filtered callbacks: ['cache']
2026-01-27 00:12:54,343 | DEBUG | LiteLLM | Logging Details LiteLLM-Success Call: Cache_hit=None
2026-01-27 00:12:54,343 | DEBUG | LiteLLM | selected model name for cost calculation: gemini/gemini-2.5-flash
2026-01-27 00:12:54,346 | DEBUG | LiteLLM | selected model name for cost calculation: gemini/gemini-2.5-flash
2026-01-27 00:12:54,346 | DEBUG | LiteLLM | checking potential_model_names in litellm.model_cost: {'split_model': 'gemini-2.5-flash', 'combined_model_name': 'gemini/gemini-2.5-flash', 'stripped_model_name': 'gemini-2.5-flash', 'combined_stripped_model_name': 'gemini/gemini-2.5-flash', 'custom_llm_provider': 'gemini'}
2026-01-27 00:12:54,347 | DEBUG | LiteLLM | checking potential_model_names in litellm.model_cost: {'split_model': 'gemini-2.5-flash', 'combined_model_name': 'gemini/gemini-2.5-flash', 'stripped_model_name': 'gemini-2.5-flash', 'combined_stripped_model_name': 'gemini/gemini-2.5-flash', 'custom_llm_provider': 'gemini'}
2026-01-27 00:12:54,347 | DEBUG | LiteLLM | checking potential_model_names in litellm.model_cost: {'split_model': 'gemini-2.5-flash', 'combined_model_name': 'gemini/gemini-2.5-flash', 'stripped_model_name': 'gemini-2.5-flash', 'combined_stripped_model_name': 'gemini/gemini-2.5-flash', 'custom_llm_provider': 'gemini'}
2026-01-27 00:12:54,349 | DEBUG | LiteLLM | checking potential_model_names in litellm.model_cost: {'split_model': 'gemini-2.5-flash', 'combined_model_name': 'gemini/gemini-2.5-flash', 'stripped_model_name': 'gemini-2.5-flash', 'combined_stripped_model_name': 'gemini/gemini-2.5-flash', 'custom_llm_provider': 'gemini'}
2026-01-27 00:12:54,349 | DEBUG | LiteLLM | model_info: {'key': 'gemini/gemini-2.5-flash', 'max_tokens': 65535, 'max_input_tokens': 1048576, 'max_output_tokens': 65535, 'input_cost_per_token': 3e-07, 'input_cost_per_token_flex': None, 'input_cost_per_token_priority': None, 'cache_creation_input_token_cost': None, 'cache_creation_input_token_cost_above_200k_tokens': None, 'cache_read_input_token_cost': 3e-08, 'cache_read_input_token_cost_above_200k_tokens': None, 'cache_read_input_token_cost_flex': None, 'cache_read_input_token_cost_priority': None, 'cache_creation_input_token_cost_above_1hr': None, 'input_cost_per_character': None, 'input_cost_per_token_above_128k_tokens': None, 'input_cost_per_token_above_200k_tokens': None, 'input_cost_per_query': None, 'input_cost_per_second': None, 'input_cost_per_audio_token': 1e-06, 'input_cost_per_token_batches': None, 'output_cost_per_token_batches': None, 'output_cost_per_token': 2.5e-06, 'output_cost_per_token_flex': None, 'output_cost_per_token_priority': None, 'output_cost_per_audio_token': None, 'output_cost_per_character': None, 'output_cost_per_reasoning_token': 2.5e-06, 'output_cost_per_token_above_128k_tokens': None, 'output_cost_per_character_above_128k_tokens': None, 'output_cost_per_token_above_200k_tokens': None, 'output_cost_per_second': None, 'output_cost_per_video_per_second': None, 'output_cost_per_image': None, 'output_cost_per_image_token': None, 'output_vector_size': None, 'citation_cost_per_token': None, 'tiered_pricing': None, 'litellm_provider': 'gemini', 'mode': 'chat', 'supports_system_messages': True, 'supports_response_schema': True, 'supports_vision': True, 'supports_function_calling': True, 'supports_tool_choice': True, 'supports_assistant_prefill': None, 'supports_prompt_caching': True, 'supports_audio_input': None, 'supports_audio_output': False, 'supports_pdf_input': True, 'supports_embedding_image_input': None, 'supports_native_streaming': None, 'supports_web_search': True, 'supports_url_context': True, 'supports_reasoning': True, 'supports_computer_use': None, 'search_context_cost_per_query': None, 'tpm': 8000000, 'rpm': 100000, 'ocr_cost_per_page': None, 'annotation_cost_per_page': None}
2026-01-27 00:12:54,349 | DEBUG | LiteLLM | model_info: {'key': 'gemini/gemini-2.5-flash', 'max_tokens': 65535, 'max_input_tokens': 1048576, 'max_output_tokens': 65535, 'input_cost_per_token': 3e-07, 'input_cost_per_token_flex': None, 'input_cost_per_token_priority': None, 'cache_creation_input_token_cost': None, 'cache_creation_input_token_cost_above_200k_tokens': None, 'cache_read_input_token_cost': 3e-08, 'cache_read_input_token_cost_above_200k_tokens': None, 'cache_read_input_token_cost_flex': None, 'cache_read_input_token_cost_priority': None, 'cache_creation_input_token_cost_above_1hr': None, 'input_cost_per_character': None, 'input_cost_per_token_above_128k_tokens': None, 'input_cost_per_token_above_200k_tokens': None, 'input_cost_per_query': None, 'input_cost_per_second': None, 'input_cost_per_audio_token': 1e-06, 'input_cost_per_token_batches': None, 'output_cost_per_token_batches': None, 'output_cost_per_token': 2.5e-06, 'output_cost_per_token_flex': None, 'output_cost_per_token_priority': None, 'output_cost_per_audio_token': None, 'output_cost_per_character': None, 'output_cost_per_reasoning_token': 2.5e-06, 'output_cost_per_token_above_128k_tokens': None, 'output_cost_per_character_above_128k_tokens': None, 'output_cost_per_token_above_200k_tokens': None, 'output_cost_per_second': None, 'output_cost_per_video_per_second': None, 'output_cost_per_image': None, 'output_cost_per_image_token': None, 'output_vector_size': None, 'citation_cost_per_token': None, 'tiered_pricing': None, 'litellm_provider': 'gemini', 'mode': 'chat', 'supports_system_messages': True, 'supports_response_schema': True, 'supports_vision': True, 'supports_function_calling': True, 'supports_tool_choice': True, 'supports_assistant_prefill': None, 'supports_prompt_caching': True, 'supports_audio_input': None, 'supports_audio_output': False, 'supports_pdf_input': True, 'supports_embedding_image_input': None, 'supports_native_streaming': None, 'supports_web_search': True, 'supports_url_context': True, 'supports_reasoning': True, 'supports_computer_use': None, 'search_context_cost_per_query': None, 'tpm': 8000000, 'rpm': 100000, 'ocr_cost_per_page': None, 'annotation_cost_per_page': None}
2026-01-27 00:12:54,349 | DEBUG | LiteLLM | response_cost: 0.00016140000000000002
2026-01-27 00:12:54,349 | DEBUG | LiteLLM | response_cost: 0.00016140000000000002
2026-01-27 00:12:54,349 | DEBUG | openai.agents | Received model response
2026-01-27 00:12:54,349 | DEBUG | LiteLLM | checking potential_model_names in litellm.model_cost: {'split_model': 'gemini-2.5-flash', 'combined_model_name': 'vertex_ai/gemini-2.5-flash', 'stripped_model_name': 'gemini-2.5-flash', 'combined_stripped_model_name': 'vertex_ai/gemini-2.5-flash', 'custom_llm_provider': 'vertex_ai'}
2026-01-27 00:12:54,370 | DEBUG | LiteLLM | Async Wrapper: Completed Call, calling async_success_handler: <bound method Logging.async_success_handler of <litellm.litellm_core_utils.litellm_logging.Logging object at 0x000001F005B62350>>
